reviews,category_sentiment,category,sentiment
bersih. wifi parah dan air panas kurang memuaskan.,kebersihan-neg,kebersihan,neg
bersih. wifi parah dan air panas kurang memuaskan.,wifi_P1-neg,wifi_P1,neg
bersih. wifi parah dan air panas kurang memuaskan.,air_panas_P1-neg,air_panas_P1,neg
"Menyenangkan dan ramah, tp air panas nya kadang hidup kadang mati, yg lokasi kamarnya samping resepsionisnya persis",service-neg,service,neg
"Menyenangkan dan ramah, tp air panas nya kadang hidup kadang mati, yg lokasi kamarnya samping resepsionisnya persis",air_panas_P1-neg,air_panas_P1,neg
Tidak dapat snack box. Tidak ada pouch toiletries airy. Kamar bau rokok. ,linen_P1-neg,linen_P1,neg
Tidak dapat snack box. Tidak ada pouch toiletries airy. Kamar bau rokok. ,bau_P1-neg,bau_P1,neg
"AC kamar tidak dingin, entah karena usia atau belum service atau belum isi freon.",ac_P1-neg,ac_P1,neg
"pelayanan baik, tapi kmar mandi tifak ada air hangatnya",service-pos,service,pos
"pelayanan baik, tapi kmar mandi tifak ada air hangatnya",air_panas_P1-neg,air_panas_P1,neg
Lantai kotor penuh rambut dan jejak alas kaki. bed cover sobek-sobek. ,kebersihan-neg,kebersihan,neg
Lantai kotor penuh rambut dan jejak alas kaki. bed cover sobek-sobek. ,linen_P1-neg,linen_P1,neg
"Staf ramah dan sopan, sarapan nya termasuk enak untuk penginapan dgn harga yg terjangkau seperti ini. Namun AC nya kurang dingin. Overall saya puas menginap di Eljie dan jika ke Gorontalo lagi saya akan menginap disini lagi",service-pos,service,pos
"Staf ramah dan sopan, sarapan nya termasuk enak untuk penginapan dgn harga yg terjangkau seperti ini. Namun AC nya kurang dingin. Overall saya puas menginap di Eljie dan jika ke Gorontalo lagi saya akan menginap disini lagi",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"Staf ramah dan sopan, sarapan nya termasuk enak untuk penginapan dgn harga yg terjangkau seperti ini. Namun AC nya kurang dingin. Overall saya puas menginap di Eljie dan jika ke Gorontalo lagi saya akan menginap disini lagi",tv_P1-neg,tv_P1,neg
"Staf ramah dan sopan, sarapan nya termasuk enak untuk penginapan dgn harga yg terjangkau seperti ini. Namun AC nya kurang dingin. Overall saya puas menginap di Eljie dan jika ke Gorontalo lagi saya akan menginap disini lagi",general-pos,general,pos
"Untuk harga yang ditawarkan dan fasilitas yang dikasih sebenernya not bad sih , cocok u/ anak “ backpaker, but kalau balik malem diatas jam 12 gerbang utama d kunci, jadi kudu cri jalan alternatif lain buat masuk ke dalem gang itu , dan tempat yang sulit di akses ",-ignored-,,ignored
pelayanan baik namun kamarnya tidak bersih.,service-pos,service,pos
pelayanan baik namun kamarnya tidak bersih.,kebersihan-neg,kebersihan,neg
"Sarapan lumayan enak. Pelayanan baik, ramah. Tapi Kaca kamar perlu dibersihkan, dan kamar butuh pengharum ruangan. ",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"Sarapan lumayan enak. Pelayanan baik, ramah. Tapi Kaca kamar perlu dibersihkan, dan kamar butuh pengharum ruangan. ",service-pos,service,pos
"Sarapan lumayan enak. Pelayanan baik, ramah. Tapi Kaca kamar perlu dibersihkan, dan kamar butuh pengharum ruangan. ",kebersihan-neg,kebersihan,neg
"Sarapan lumayan enak. Pelayanan baik, ramah. Tapi Kaca kamar perlu dibersihkan, dan kamar butuh pengharum ruangan. ",bau_P1-neg,bau_P1,neg
"Sepertinya bangunan baru selesai jadi saya lihat cat masih belum rapi dan masih banyak noda-noda di pintu, TV dan lantai. Sangat dekat dengan halte busway, shower kamar mandi rusak, yang perlu diperbaiki adalah WiFi waktu saya menginap rusak.",kebersihan-neg,kebersihan,neg
"Sepertinya bangunan baru selesai jadi saya lihat cat masih belum rapi dan masih banyak noda-noda di pintu, TV dan lantai. Sangat dekat dengan halte busway, shower kamar mandi rusak, yang perlu diperbaiki adalah WiFi waktu saya menginap rusak.",wifi_P1-neg,wifi_P1,neg
"Saya sangat kecewa, tidak ada air panas dan tempat tidurnya kurang enak kalau ditiduri.",air_panas_P1-neg,air_panas_P1,neg
"Saya sangat kecewa, tidak ada air panas dan tempat tidurnya kurang enak kalau ditiduri.",linen_P1-neg,linen_P1,neg
"fasilitas baik, cs ramah dan sigap.. AC kurang dingin.. ",service-pos,service,pos
"fasilitas baik, cs ramah dan sigap.. AC kurang dingin.. ",ac_P1-neg,ac_P1,neg
"tempatnya nyaman,aman klo bawa bayi/ balita,pelayanan ramah,cuma klo mlm air panasnya mati2an",service-pos,service,pos
"tempatnya nyaman,aman klo bawa bayi/ balita,pelayanan ramah,cuma klo mlm air panasnya mati2an",air_panas_P1-neg,air_panas_P1,neg
"Thx Airy.....ank saya suka kolam renangx, cma kamarx saat masuk rada bau pengap.",bau_P1-neg,bau_P1,neg
kurang bersih,kebersihan-neg,kebersihan,neg
kalau berdua ditambah biaya. jelas jelas tertera di aplikasi boleh bawa 1 orang tamu. saya kecewa banget akan hal ini !!!!!!! ,service-neg,service,neg
"Kamar mandi kotor, lampu mati menjelang pagi hanya di hotel saja, di keliling masih hidup, tidak disediakan genset.",kebersihan-neg,kebersihan,neg
"Tidak direkomendasikan. Kamar bau apek. Kurang bersih. Tempat reservasi tidak rapi juga, ruang tamu yang merangkap jadi tempat reservasi.",bau_P1-neg,bau_P1,neg
"Tidak direkomendasikan. Kamar bau apek. Kurang bersih. Tempat reservasi tidak rapi juga, ruang tamu yang merangkap jadi tempat reservasi.",kebersihan-neg,kebersihan,neg
"Nyaman, tenang, staf ramah, kondisi kamar baik dan terawat serta ada TV kabel. Sayangnya kloset sangat bau",service-pos,service,pos
"Nyaman, tenang, staf ramah, kondisi kamar baik dan terawat serta ada TV kabel. Sayangnya kloset sangat bau",tv_P1-pos,tv_P1,pos
"Nyaman, tenang, staf ramah, kondisi kamar baik dan terawat serta ada TV kabel. Sayangnya kloset sangat bau",bau_P1-neg,bau_P1,neg
"penjaga tidak ramah, ac tidak dingin",ac_P1-neg,ac_P1,neg
"penjaga tidak ramah, ac tidak dingin",service-neg,service,neg
kamar saya dipindahkan ke kamar kos2an orang dengan alasan kamar sudah penuh.  padahal sy sudah booking cukup lama.  ,service-neg,service,neg
"kamar sempit.. berisik, suara kamar sebelah terdengar jelas receptionist tdk ramah..",service-neg,service,neg
Lebay penjaganya temen main gak boleh Padahal masih sore,service-neg,service,neg
kurang ramah,service-neg,service,neg
"Good ., wcnya aja bau ",bau_P1-neg,bau_P1,neg
Tidak ad perlengkapan airy di kamar,linen_P1-neg,linen_P1,neg
pelayanannya kurang memuaskan. WIFI nya jelek. Pelayannya kurang ramah,service-neg,service,neg
pelayanannya kurang memuaskan. WIFI nya jelek. Pelayannya kurang ramah,wifi_P1-neg,wifi_P1,neg
"No snack refill in the morning, as it should be 2x snacks + water for 2 nights",-ignored-,,ignored
"handuk kotor,  bau.. sprei juga kotor.. ruangan bau rokok",linen_P1-neg,linen_P1,neg
"handuk kotor,  bau.. sprei juga kotor.. ruangan bau rokok",kebersihan-neg,kebersihan,neg
"handuk kotor,  bau.. sprei juga kotor.. ruangan bau rokok",bau_P1-neg,bau_P1,neg
"Kamar bersih dan nyaman, kamar dibersihkan setiap hari dan snack direfill setiap hari. Tv kabel dan internet perlu diperbaiki, karena sulit konek.",kebersihan-pos,kebersihan,pos
"Kamar bersih dan nyaman, kamar dibersihkan setiap hari dan snack direfill setiap hari. Tv kabel dan internet perlu diperbaiki, karena sulit konek.",linen_P1-pos,linen_P1,pos
"Kamar bersih dan nyaman, kamar dibersihkan setiap hari dan snack direfill setiap hari. Tv kabel dan internet perlu diperbaiki, karena sulit konek.",tv_P1-neg,tv_P1,neg
"Kamar bersih dan nyaman, kamar dibersihkan setiap hari dan snack direfill setiap hari. Tv kabel dan internet perlu diperbaiki, karena sulit konek.",wifi_P1-neg,wifi_P1,neg
"pengalaman menginap terburuk seumur hidup. air di bathtube banyak cacingnya kecil2, toilet di kamar pertama sebelum minta pindah malah airnya hitam banget berlumut2 kayak ga pernah dibersihkan bertahun2. banyak pelanggan yg komplain berbarengan tapi penanganannya lama sekali. mungkin staf kebersihan perlu ditambah",kebersihan-neg,kebersihan,neg
"pengalaman menginap terburuk seumur hidup. air di bathtube banyak cacingnya kecil2, toilet di kamar pertama sebelum minta pindah malah airnya hitam banget berlumut2 kayak ga pernah dibersihkan bertahun2. banyak pelanggan yg komplain berbarengan tapi penanganannya lama sekali. mungkin staf kebersihan perlu ditambah",service-neg,service,neg
"petugas ramah,tempat sangat strategis. tidak ada wifi,wastafel menguap",service-pos,service,pos
"petugas ramah,tempat sangat strategis. tidak ada wifi,wastafel menguap",wifi_P1-neg,wifi_P1,neg
sangat tidak nyaman..pelayanan kurang baik,service-neg,service,neg
kamarnya bau rokok,bau_P1-neg,bau_P1,neg
"banyak yg mesti diperbaiki perlengkapan mandi tidak ada air minum sama Snack jg toilet tidak bersih,mohon diperhatikan",linen_P1-neg,linen_P1,neg
"banyak yg mesti diperbaiki perlengkapan mandi tidak ada air minum sama Snack jg toilet tidak bersih,mohon diperhatikan",kebersihan-neg,kebersihan,neg
"TV tidak bisa dimatikan pakai remote, fasilitas air panas kurang, kamar mandi sudah waktunya direnovasi, di kasur tidak ada guling, gantungan baju di dalam kamar tidak ada. Mohon kedepannya diperbaiki..",tv_P1-neg,tv_P1,neg
"TV tidak bisa dimatikan pakai remote, fasilitas air panas kurang, kamar mandi sudah waktunya direnovasi, di kasur tidak ada guling, gantungan baju di dalam kamar tidak ada. Mohon kedepannya diperbaiki..",air_panas_P1-neg,air_panas_P1,neg
"TV tidak bisa dimatikan pakai remote, fasilitas air panas kurang, kamar mandi sudah waktunya direnovasi, di kasur tidak ada guling, gantungan baju di dalam kamar tidak ada. Mohon kedepannya diperbaiki..",linen_P1-neg,linen_P1,neg
Agak pengap karna tidak ada jendela,bau_P1-neg,bau_P1,neg
"aroma kamar agak bau, seperti bau cucian yang belum kering, namun kamarnya bersih",bau_P1-neg,bau_P1,neg
"aroma kamar agak bau, seperti bau cucian yang belum kering, namun kamarnya bersih",kebersihan-pos,kebersihan,pos
"wifi tidak bisa nyambung, air panas mati nyala. overall kamarnya mewah👍 ,pelayanan oke",wifi_P1-neg,wifi_P1,neg
"wifi tidak bisa nyambung, air panas mati nyala. overall kamarnya mewah👍 ,pelayanan oke",air_panas_P1-neg,air_panas_P1,neg
"wifi tidak bisa nyambung, air panas mati nyala. overall kamarnya mewah👍 ,pelayanan oke",service-pos,service,pos
"Shower mati,  warna sarung bantal dan sprei kusam. Yang lain oke2 aja 👍🏻",linen_P1-neg,linen_P1,neg
"Shower mati,  warna sarung bantal dan sprei kusam. Yang lain oke2 aja 👍🏻",general-pos,general,pos
"The stay was okay. It's okay for one night and the room is clean. The AC in the rooms need better maintenance, and the hot water too. We had a rather time consuming check-in as there were issues with the connection of the hotel. ",-ignored-,,ignored
"wifi gak ada,  air panas gak ada,  ac gak dingin ",wifi_P1-neg,wifi_P1,neg
"wifi gak ada,  air panas gak ada,  ac gak dingin ",air_panas_P1-neg,air_panas_P1,neg
"wifi gak ada,  air panas gak ada,  ac gak dingin ",ac_P1-neg,ac_P1,neg
kebersihan bagus..terlalu byk pohon2  mmng sejuk sih tp terlalu byk serem..Wi-fi sangat2 buruk..makanan utk sarapan perlu ditingkatkn kualitas rasa dan ragam sarapannya...dan perlu diingat krn sangat penting bahwa pd saat konsumen telah booking hotel seharusnya email sdh online di hotel..konsumen gk lama mnunggu receptionist cari data email,kebersihan-pos,kebersihan,pos
kebersihan bagus..terlalu byk pohon2  mmng sejuk sih tp terlalu byk serem..Wi-fi sangat2 buruk..makanan utk sarapan perlu ditingkatkn kualitas rasa dan ragam sarapannya...dan perlu diingat krn sangat penting bahwa pd saat konsumen telah booking hotel seharusnya email sdh online di hotel..konsumen gk lama mnunggu receptionist cari data email,wifi_P1-neg,wifi_P1,neg
kebersihan bagus..terlalu byk pohon2  mmng sejuk sih tp terlalu byk serem..Wi-fi sangat2 buruk..makanan utk sarapan perlu ditingkatkn kualitas rasa dan ragam sarapannya...dan perlu diingat krn sangat penting bahwa pd saat konsumen telah booking hotel seharusnya email sdh online di hotel..konsumen gk lama mnunggu receptionist cari data email,sunrise_meal_P1-neg,sunrise_meal_P1,neg
kebersihan bagus..terlalu byk pohon2  mmng sejuk sih tp terlalu byk serem..Wi-fi sangat2 buruk..makanan utk sarapan perlu ditingkatkn kualitas rasa dan ragam sarapannya...dan perlu diingat krn sangat penting bahwa pd saat konsumen telah booking hotel seharusnya email sdh online di hotel..konsumen gk lama mnunggu receptionist cari data email,service-neg,service,neg
"Awalnya bilang mau ambilin laundry, tapi ga di ambilin.. untuk tempat yaa lumayan tapi agak sempit, staffnya cukup ramah",-ignored-,,ignored
"Baik, namun pelayanannya harus lebih ditingkatkan lagi.",service-neg,service,neg
pas nginep pas masi renovasi. jd terganggu suara dag dug dag dug. wifi hny bisa diluar kamar. lainnya oke smua....,wifi_P1-neg,wifi_P1,neg
pas nginep pas masi renovasi. jd terganggu suara dag dug dag dug. wifi hny bisa diluar kamar. lainnya oke smua....,general-pos,general,pos
"Tempatnya sempit, pengap, AC-nya tidak dingin",bau_P1-neg,bau_P1,neg
"Tempatnya sempit, pengap, AC-nya tidak dingin",ac_P1-neg,ac_P1,neg
2 kali menginap kali ini AC nya ngga dingin.... pindah ruangan lumanya tapi tidak seperti waktu pertama ,ac_P1-neg,ac_P1,neg
"Tv nya kurang baik, kulkas juga. Tolong di perbaiki pelayanan nya. Makasih",tv_P1-neg,tv_P1,neg
"Tv nya kurang baik, kulkas juga. Tolong di perbaiki pelayanan nya. Makasih",service-neg,service,neg
"kamar nyaman, tp handuk kurang layak dipakai",linen_P1-neg,linen_P1,neg
"ac ruang utama ga dingin, listrik turun terus, sepertinya udah keseringan masalah listrik disini",ac_P1-neg,ac_P1,neg
"Lumayan. Untuk interior kamar harap lebih diperhatikan, AC lama dinginnya tapi kalau sudah dingin cukup dingin, air panas keluarnya lama, wifi sering tidak nyambung.",ac_P1-neg,ac_P1,neg
"Lumayan. Untuk interior kamar harap lebih diperhatikan, AC lama dinginnya tapi kalau sudah dingin cukup dingin, air panas keluarnya lama, wifi sering tidak nyambung.",air_panas_P1-neg,air_panas_P1,neg
"Lumayan. Untuk interior kamar harap lebih diperhatikan, AC lama dinginnya tapi kalau sudah dingin cukup dingin, air panas keluarnya lama, wifi sering tidak nyambung.",wifi_P1-neg,wifi_P1,neg
air mineral tidak tersedia.. snack pun cuma di ada saat hari pertama.. 6hri menginap tidak ada penambahan snack dan tidak ada air mineral.,linen_P1-neg,linen_P1,neg
"tidak dapat snack dan air mineral. tidak ada pralatan mandi dari airy. selimut ada bercak kotor. waktu mau check out resepsionis nya ga ada,  jadi harus nunggu lumayan lama. padahal udah keburu. overal mayan bersih",linen_P1-neg,linen_P1,neg
"tidak dapat snack dan air mineral. tidak ada pralatan mandi dari airy. selimut ada bercak kotor. waktu mau check out resepsionis nya ga ada,  jadi harus nunggu lumayan lama. padahal udah keburu. overal mayan bersih",service-neg,service,neg
"tidak dapat snack dan air mineral. tidak ada pralatan mandi dari airy. selimut ada bercak kotor. waktu mau check out resepsionis nya ga ada,  jadi harus nunggu lumayan lama. padahal udah keburu. overal mayan bersih",kebersihan-pos,kebersihan,pos
Ac nya kurang dingin,ac_P1-neg,ac_P1,neg
Tidak ada air panas. Cat tembok mengelupas. Kusan dan pintu buruk.,air_panas_P1-neg,air_panas_P1,neg
Nyaman. tapi siaran tvnya banyak yang kabur,tv_P1-neg,tv_P1,neg
AC nda dingin... kamar dibawah meja plus kamar mandi banyak sarang laba2.. agak kotor..,ac_P1-neg,ac_P1,neg
AC nda dingin... kamar dibawah meja plus kamar mandi banyak sarang laba2.. agak kotor..,kebersihan-neg,kebersihan,neg
pelayanan kurang..tidak sesuai permintaan,service-neg,service,neg
Kebersihan kamar untuk lebih ditingkatkan,kebersihan-neg,kebersihan,neg
"Tidak ada air panas, AC tidak dingin, suara tikus terdengar",air_panas_P1-neg,air_panas_P1,neg
"Tidak ada air panas, AC tidak dingin, suara tikus terdengar",ac_P1-neg,ac_P1,neg
"hotel jadul, dari masuk lobi bau lembab menyengat. lampu koridor agak redup jadi terkesan angker, jendela rusak ga bisa ditutup rapat. GA ADA AIR MANDI PANAS, air berbau, sarapan dikasih nasi kuning dianter ke kamar ga dikasih minum",bau_P1-neg,bau_P1,neg
"hotel jadul, dari masuk lobi bau lembab menyengat. lampu koridor agak redup jadi terkesan angker, jendela rusak ga bisa ditutup rapat. GA ADA AIR MANDI PANAS, air berbau, sarapan dikasih nasi kuning dianter ke kamar ga dikasih minum",air_panas_P1-neg,air_panas_P1,neg
"hotel jadul, dari masuk lobi bau lembab menyengat. lampu koridor agak redup jadi terkesan angker, jendela rusak ga bisa ditutup rapat. GA ADA AIR MANDI PANAS, air berbau, sarapan dikasih nasi kuning dianter ke kamar ga dikasih minum",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Untuk harga 155 ribu sudah sangat lumayan. Kamar luas, terdapat TV, kulkas, dan toiletries. Kekurangan: TV tidak ada handuk, kasur kurang tinggi, pegangan pintu kamar mandi rusak, air panas tidak berfungsi.",tv_P1-pos,tv_P1,pos
"Untuk harga 155 ribu sudah sangat lumayan. Kamar luas, terdapat TV, kulkas, dan toiletries. Kekurangan: TV tidak ada handuk, kasur kurang tinggi, pegangan pintu kamar mandi rusak, air panas tidak berfungsi.",linen_P1-neg,linen_P1,neg
"Untuk harga 155 ribu sudah sangat lumayan. Kamar luas, terdapat TV, kulkas, dan toiletries. Kekurangan: TV tidak ada handuk, kasur kurang tinggi, pegangan pintu kamar mandi rusak, air panas tidak berfungsi.",air_panas_P1-neg,air_panas_P1,neg
"Sebenernya fasilitasnya lumayan tapi ada beberapa kekurangan. 1. 1 Kaki kasur tinggal separuh jd waktu duduk diatasnya kasurnya roboh 2. Ac kamar temen aku bunyi jadi ga bisa tidur 3. Kotoran piring-piring ga cepet diberesin meskipun bukan kotoranku tapi ya liatnya agak risih 4. Kurangnya koordinasi staff yg nyolot salahin kita, yang mana temen udah check out dari kemarin dikira belum balikin kunci padahal udah. Ternyata kesalahan dia kalo ga ngecek ada org lain yg check in pake kamar yg sama. Agak kesel ya tanyanya bolak balik terus kita jelasin dianya ga paham-paham. Mungkin untuk shift malam dibanyakin minum aqua jangan banyakan minum kopi biar fokus. Overall sebelum kejadian check out itu pelayanan bagus, anak-anak juga seneng main dikolam renang.",linen_P1-neg,linen_P1,neg
